master_list_code	master_list_celltype	master_list_code_combined	Cell type/tissue	source	experiment	URL	comments
DS14803	fBrain	fBrain-DS14803	Fetal_Brain	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Brain.H3K4me1.UW_H22676_VS_BI.Fetal_Brain.Input.UW_H22676.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me1.HuFNSC01_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me1.HuFNSC02_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC02.fc.signal.bigwig	
DS14803	fBrain	fBrain-DS14803	Fetal_Brain	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Brain.H3K4me3.UW_H-22510_VS_BI.Fetal_Brain.Input.UW_H22676.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC01_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC02_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC02.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC-T_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig	
DS14803	fBrain	fBrain-DS14803	Fetal_Brain	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K9ac.HuFNSC-T_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig	
DS17443	CD56	CD56-DS17443	CD56_Primary_Cells	ROADMAP	ChromatinAccessibility		
DS14815	fBrain	fBrain-DS14815	Fetal_Brain	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Brain.H3K4me1.UW_H22676_VS_BI.Fetal_Brain.Input.UW_H22676.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me1.HuFNSC01_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me1.HuFNSC02_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC02.fc.signal.bigwig	
DS14815	fBrain	fBrain-DS14815	Fetal_Brain	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Brain.H3K4me3.UW_H-22510_VS_BI.Fetal_Brain.Input.UW_H22676.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC01_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC02_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC02.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC-T_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig	
DS14815	fBrain	fBrain-DS14815	Fetal_Brain	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K9ac.HuFNSC-T_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig	
DS16012	CD8	CD8-DS16012	CD8_Primary_Cells	ROADMAP	ChromatinAccessibility		
DS15453	fBrain	fBrain-DS15453	Fetal_Brain	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Brain.H3K4me1.UW_H22676_VS_BI.Fetal_Brain.Input.UW_H22676.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me1.HuFNSC01_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me1.HuFNSC02_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC02.fc.signal.bigwig	
DS15453	fBrain	fBrain-DS15453	Fetal_Brain	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Brain.H3K4me3.UW_H-22510_VS_BI.Fetal_Brain.Input.UW_H22676.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC01_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC02_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC02.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC-T_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig	
DS15453	fBrain	fBrain-DS15453	Fetal_Brain	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K9ac.HuFNSC-T_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig	
DS16962	CD8	CD8-DS16962	Mobilized_CD8_Primary_Cells	ROADMAP	ChromatinAccessibility		
DS16302	fBrain	fBrain-DS16302	Fetal_Brain	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Brain.H3K4me1.UW_H22676_VS_BI.Fetal_Brain.Input.UW_H22676.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me1.HuFNSC01_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me1.HuFNSC02_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC02.fc.signal.bigwig	
DS16302	fBrain	fBrain-DS16302	Fetal_Brain	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Brain.H3K4me3.UW_H-22510_VS_BI.Fetal_Brain.Input.UW_H22676.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC01_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC02_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC02.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC-T_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig	
DS16302	fBrain	fBrain-DS16302	Fetal_Brain	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K9ac.HuFNSC-T_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig	
DS17203	CD8	CD8-DS17203	CD8_Primary_Cells	ROADMAP	ChromatinAccessibility		
DS20221	fBrain	fBrain-DS20221	Fetal_Brain	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Brain.H3K4me1.UW_H22676_VS_BI.Fetal_Brain.Input.UW_H22676.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me1.HuFNSC01_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me1.HuFNSC02_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC02.fc.signal.bigwig	
DS20221	fBrain	fBrain-DS20221	Fetal_Brain	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Brain.H3K4me3.UW_H-22510_VS_BI.Fetal_Brain.Input.UW_H22676.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC01_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC02_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC02.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC-T_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig	
DS20221	fBrain	fBrain-DS20221	Fetal_Brain	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K9ac.HuFNSC-T_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig	
DS17332	CD8	CD8-DS17332	CD8_Primary_Cells	ROADMAP	ChromatinAccessibility		
DS20226	fBrain	fBrain-DS20226	Fetal_Brain	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Brain.H3K4me1.UW_H22676_VS_BI.Fetal_Brain.Input.UW_H22676.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me1.HuFNSC01_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me1.HuFNSC02_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC02.fc.signal.bigwig	
DS20226	fBrain	fBrain-DS20226	Fetal_Brain	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Brain.H3K4me3.UW_H-22510_VS_BI.Fetal_Brain.Input.UW_H22676.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC01_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC02_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC02.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC-T_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig	
DS20226	fBrain	fBrain-DS20226	Fetal_Brain	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K9ac.HuFNSC-T_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig	
DS17885	CD8	CD8-DS17885	CD8_Primary_Cells	ROADMAP	ChromatinAccessibility		
DS20231	fBrain	fBrain-DS20231	Fetal_Brain	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Brain.H3K4me1.UW_H22676_VS_BI.Fetal_Brain.Input.UW_H22676.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me1.HuFNSC01_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me1.HuFNSC02_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC02.fc.signal.bigwig	
DS20231	fBrain	fBrain-DS20231	Fetal_Brain	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Brain.H3K4me3.UW_H-22510_VS_BI.Fetal_Brain.Input.UW_H22676.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC01_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC02_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC02.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC-T_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig	
DS20231	fBrain	fBrain-DS20231	Fetal_Brain	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K9ac.HuFNSC-T_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig	
DS12528	fAdrenal	fAdrenal-DS12528	Fetal_Adrenal_Gland	ROADMAP	ChromatinAccessibility		
DS20780	fBrain	fBrain-DS20780	Fetal_Brain	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Brain.H3K4me1.UW_H22676_VS_BI.Fetal_Brain.Input.UW_H22676.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me1.HuFNSC01_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me1.HuFNSC02_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC02.fc.signal.bigwig	
DS20780	fBrain	fBrain-DS20780	Fetal_Brain	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Brain.H3K4me3.UW_H-22510_VS_BI.Fetal_Brain.Input.UW_H22676.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC01_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC02_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC02.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K4me3.HuFNSC-T_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig	
DS20780	fBrain	fBrain-DS20780	Fetal_Brain	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Fetal_Brain.H3K9ac.HuFNSC-T_VS_UCSF-UBC.Fetal_Brain.Input.HuFNSC01.fc.signal.bigwig	
DS15123	fAdrenal	fAdrenal-DS15123	Fetal_Adrenal_Gland	ROADMAP	ChromatinAccessibility		
DS12531	fHeart	fHeart-DS12531	Fetal_Heart	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me1.H-23524_VS_BI.Fetal_Heart.Input.H-23468.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me1.UW_H23914_VS_BI.Fetal_Heart.Input.UW_H-22727.fc.signal.bigwig	
DS12531	fHeart	fHeart-DS12531	Fetal_Heart	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me3.UW_H23914_VS_BI.Fetal_Heart.Input.UW_H-22727.fc.signal.bigwig	
DS12531	fHeart	fHeart-DS12531	Fetal_Heart	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K9ac.H-23524_VS_BI.Fetal_Heart.Input.H-23468.fc.signal.bigwig	
DS17319	fAdrenal	fAdrenal-DS17319	Fetal_Adrenal_Gland	ROADMAP	ChromatinAccessibility		
DS12810	fHeart	fHeart-DS12810	Fetal_Heart	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me1.H-23524_VS_BI.Fetal_Heart.Input.H-23468.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me1.UW_H23914_VS_BI.Fetal_Heart.Input.UW_H-22727.fc.signal.bigwig	
DS12810	fHeart	fHeart-DS12810	Fetal_Heart	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me3.UW_H23914_VS_BI.Fetal_Heart.Input.UW_H-22727.fc.signal.bigwig	
DS12810	fHeart	fHeart-DS12810	Fetal_Heart	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K9ac.H-23524_VS_BI.Fetal_Heart.Input.H-23468.fc.signal.bigwig	
DS17677	fAdrenal	fAdrenal-DS17677	Fetal_Adrenal_Gland	ROADMAP	ChromatinAccessibility		
DS15643	fHeart	fHeart-DS15643	Fetal_Heart	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me1.H-23524_VS_BI.Fetal_Heart.Input.H-23468.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me1.UW_H23914_VS_BI.Fetal_Heart.Input.UW_H-22727.fc.signal.bigwig	
DS15643	fHeart	fHeart-DS15643	Fetal_Heart	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me3.UW_H23914_VS_BI.Fetal_Heart.Input.UW_H-22727.fc.signal.bigwig	
DS15643	fHeart	fHeart-DS15643	Fetal_Heart	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K9ac.H-23524_VS_BI.Fetal_Heart.Input.H-23468.fc.signal.bigwig	
DS19395	fAdrenal	fAdrenal-DS19395	Fetal_Adrenal_Gland	ROADMAP	ChromatinAccessibility		
DS15839	fHeart	fHeart-DS15839	Fetal_Heart	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me1.H-23524_VS_BI.Fetal_Heart.Input.H-23468.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me1.UW_H23914_VS_BI.Fetal_Heart.Input.UW_H-22727.fc.signal.bigwig	
DS15839	fHeart	fHeart-DS15839	Fetal_Heart	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me3.UW_H23914_VS_BI.Fetal_Heart.Input.UW_H-22727.fc.signal.bigwig	
DS15839	fHeart	fHeart-DS15839	Fetal_Heart	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K9ac.H-23524_VS_BI.Fetal_Heart.Input.H-23468.fc.signal.bigwig	
DS19583	fAdrenal	fAdrenal-DS19583	Fetal_Adrenal_Gland	ROADMAP	ChromatinAccessibility		
DS16018	fHeart	fHeart-DS16018	Fetal_Heart	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me1.H-23524_VS_BI.Fetal_Heart.Input.H-23468.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me1.UW_H23914_VS_BI.Fetal_Heart.Input.UW_H-22727.fc.signal.bigwig	
DS16018	fHeart	fHeart-DS16018	Fetal_Heart	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me3.UW_H23914_VS_BI.Fetal_Heart.Input.UW_H-22727.fc.signal.bigwig	
DS16018	fHeart	fHeart-DS16018	Fetal_Heart	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K9ac.H-23524_VS_BI.Fetal_Heart.Input.H-23468.fc.signal.bigwig	
DS20343	fAdrenal	fAdrenal-DS20343	Fetal_Adrenal_Gland	ROADMAP	ChromatinAccessibility		
DS16146	fHeart	fHeart-DS16146	Fetal_Heart	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me1.H-23524_VS_BI.Fetal_Heart.Input.H-23468.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me1.UW_H23914_VS_BI.Fetal_Heart.Input.UW_H-22727.fc.signal.bigwig	
DS16146	fHeart	fHeart-DS16146	Fetal_Heart	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me3.UW_H23914_VS_BI.Fetal_Heart.Input.UW_H-22727.fc.signal.bigwig	
DS16146	fHeart	fHeart-DS16146	Fetal_Heart	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K9ac.H-23524_VS_BI.Fetal_Heart.Input.H-23468.fc.signal.bigwig	
DS11872	fBrain	fBrain-DS11872	Fetal_Brain	ROADMAP	ChromatinAccessibility		
DS16500	fHeart	fHeart-DS16500	Fetal_Heart	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me1.H-23524_VS_BI.Fetal_Heart.Input.H-23468.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me1.UW_H23914_VS_BI.Fetal_Heart.Input.UW_H-22727.fc.signal.bigwig	
DS16500	fHeart	fHeart-DS16500	Fetal_Heart	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me3.UW_H23914_VS_BI.Fetal_Heart.Input.UW_H-22727.fc.signal.bigwig	
DS16500	fHeart	fHeart-DS16500	Fetal_Heart	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K9ac.H-23524_VS_BI.Fetal_Heart.Input.H-23468.fc.signal.bigwig	
DS11877	fBrain	fBrain-DS11877	Fetal_Brain	ROADMAP	ChromatinAccessibility		
DS16582	fHeart	fHeart-DS16582	Fetal_Heart	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me1.H-23524_VS_BI.Fetal_Heart.Input.H-23468.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me1.UW_H23914_VS_BI.Fetal_Heart.Input.UW_H-22727.fc.signal.bigwig	
DS16582	fHeart	fHeart-DS16582	Fetal_Heart	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K4me3.UW_H23914_VS_BI.Fetal_Heart.Input.UW_H-22727.fc.signal.bigwig	
DS16582	fHeart	fHeart-DS16582	Fetal_Heart	ROADMAP	H3K9ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.Fetal_Heart.H3K9ac.H-23524_VS_BI.Fetal_Heart.Input.H-23468.fc.signal.bigwig	
DS14464	fBrain	fBrain-DS14464	Fetal_Brain	ROADMAP	ChromatinAccessibility		
